id,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,LONG,LAT
613,BEE CAVES URGENT CARE,512-263-3911,11614 FARM TO MARKET 2244, ,AUSTIN,TX,78738,-97.9174517,30.3100663
614,WELLMED - PLEASANTON,830-569-6615,809 NORTH BRYANT STREET, ,PLEASANTON,TX,78064,-98.4926318,28.966743400000002
615,CONCENTRA URGENT CARE - MEMPHIS PRESIDENTS ISLAND,901-946-1636,1005 HARBOR AVENUE, ,MEMPHIS,TN,38113,-90.08857940000001,35.1081599
616,CONCENTRA URGENT CARE - AMARILLO,806-373-2200,1619 SOUTH KENTUCKY STREET,SUITE F 600,AMARILLO,TX,79102,-101.8680031,35.1965851
617,URGENT CARE CLINIC OF LINCOLN,402-488-4321,4210 PIONEER WOODS DRIVE,SUITE A,LINCOLN,NE,68506,-96.6213754,40.770224600000006
618,FAMILY MEDICINE CENTER IMMEDIATE CARE CLINIC,806-467-9777,1500 SOUTH COULTER STREET,SUITE 6,AMARILLO,TX,79106,-101.9227059,35.198875799999996
619,ADULT QUICK CARE LIMITED LIABILITY COMPANY,816-373-9200,19000 EAST EASTLAND CENTER COURT,SUITE 300,INDEPENDENCE,MO,64055,-94.3549853,39.03496810000001
620,SWOPE HEALTH CENTRAL,816-923-5800,3801 BLUE PARKWAY, ,KANSAS CITY,MO,64130,-94.5397575,39.0350001
621,WESTSIDE FAMILY CARE,915-544-1360,601 SUNLAND PARK DRIVE, ,EL PASO,TX,79912,-106.53970990000002,31.821619300000002
622,ARLINGTON MEDICAL CLINIC,270-655-6231,100 STATE HIGHWAY 80, ,ARLINGTON,KY,42021,-89.01167240000001,36.788995899999996
623,FOUNDERS FAMILY MEDICINE AND URGENT CARE,303-688-8666,4386 TRAIL BOSS DRIVE, ,CASTLE ROCK,CO,80104,-104.85899509999999,39.4060945
624,K STAT URGENT CARE,785-565-0016,930 HAYES DRIVE,SUITE B,MANHATTAN,KS,66502,-96.55414259999999,39.1887235
625,HATTIESBURG CLINIC IMMEDIATE CARE,601-649-2775,2313 STATE HIGHWAY 15 NORTH, ,LAUREL,MS,39440,-89.1475083,31.7185082
626,CONCENTRA URGENT CARE - SOULARD,314-421-2557,1617 SOUTH 3RD STREET, ,SAINT LOUIS,MO,63104,-90.1985344,38.6088891
627,URGENT CARE AT LIFEPOINTE,402-481-6343,7501 SOUTH 27TH STREET, ,LINCOLN,NE,68512,-96.6842652,40.734092100000005
628,LINC CARE - NORTH,402-435-2060,5000 NORTH 26TH STREET, ,LINCOLN,NE,68521,-96.6827718,40.860943
629,TOTAL ACCESS URGENT CARE,314-961-2255,9556 MANCHESTER ROAD, ,SAINT LOUIS,MO,63119,-90.3648178,38.6090223
630,RELIANCE URGENT CARE,505-566-1915,3751 NORTH BUTLER AVENUE, ,FARMINGTON,NM,87401,-108.19467220000001,36.76023
631,CONCENTRA URGENT CARE - SAINT LOUIS MIDTOWN,314-647-0081,6726 MANCHESTER AVENUE, ,SAINT LOUIS,MO,63139,-90.3034159,38.6166799
632,AMARILLO URGENT CARE,806-352-5400,915 COULTER AVENUE, ,AMARILLO,TX,79106,-101.9200006,35.1929973
633,CONCENTRA URGENT CARE - LINCOLN,402-465-0010,4900 NORTH 26TH STREET,SUITE 104,LINCOLN,NE,68521,-96.68320600000001,40.8602808
634,MARYLAND HEIGHTS URGENT CARE,314-434-1900,2070 MCKELVEY ROAD, ,MARYLAND HEIGHTS,MO,63043,-90.45308259999999,38.7168506
635,LINC CARE - EAST,402-327-7510,1601 NORTH 86TH STREET, ,LINCOLN,NE,68505,-96.6039141,40.82935629999999
636,LINC CARE - SOUTH,402-434-7383,3910 VILLAGE DRIVE, ,LINCOLN,NE,68516,-96.6638378,40.7531982
637,WARREN CLINIC - SOUTH YALE,918-495-2600,6160 SOUTH YALE AVENUE, ,TULSA,OK,74136,-95.9233389,36.0713906
638,GIDDINGS MINOR EMERGENCY CLINIC,979-542-3105,721 EAST AUSTIN STREET, ,GIDDINGS,TX,78942,-96.93078179999999,30.182038399999996
639,ELK AVENUE MEDICAL CENTER,970-349-1046,405 ELK AVENUE, ,CRESTED BUTTE,CO,81224,-106.9838101,38.86998870000001
640,COLORADO PLAINS CLINIC - WIGGINS,970-483-7283,226 MAIN STREET, ,WIGGINS,CO,80654,-104.0741247,40.2295458
641,SOUTH ROUTT MEDICAL CENTER,970-736-8118,300 EAST MAIN STREET, ,OAK CREEK,CO,80467,-106.95506929999999,40.2751955
642,DOWNTOWN URGENT CARE,314-436-9300,916 OLIVE STREET, ,SAINT LOUIS,MO,63101,-90.1944068,38.628836299999996
643,URGENT CARE OF GREEN COUNTRY - OWASSO,918-274-8555,13616 EAST 103RD STREET NORTH, ,OWASSO,OK,74055,-95.8221255,36.3027457
644,ABQ HEALTH PARTNERS URGENT CARE,505-262-3233,5150 JOURNAL CENTER BOULEVARD NORTHEAST, ,ALBUQUERQUE,NM,87109,-106.58588400000001,35.1695446
645,CONCENTRA URGENT CARE - OKLAHOMA CITY RENO,405-495-3085,6101 WEST RENO AVENUE,SUITE 800,OKLAHOMA CITY,OK,73127,-97.6230583,35.4647576
646,CONCENTRA URGENT CARE - TULSA WEST,918-446-1891,5682 WEST SKELLY DRIVE, ,TULSA,OK,74107,-96.0509512,36.0807003
647,FAST TRAC MEDICAL CLINIC,903-577-7700,901 NORTH JEFFERSON AVENUE, ,MOUNT PLEASANT,TX,75455,-94.96901899999999,33.1632447
648,CONCENTRA MEDICAL CENTER - DOWNTOWN DENVER,303-296-2273,1730 BLAKE STREET,SUITE 100,DENVER,CO,80202,-104.9972419,39.751664399999996
649,MUSKOGEE IMMEDIATE CARE,918-682-0721,3520 CHANDLER ROAD, ,MUSKOGEE,OK,74403,-95.3246183,35.74097329999999
650,CRESTED BUTTE MEDICAL CENTER,970-349-0321,12 SNOWMASS ROAD, ,CRESTED BUTTE,CO,81224,-106.96585959999999,38.898900399999995
651,GRAND LAKE MEDICAL PARK - LANGLEY,918-782-1881,36488 STATE HIGHWAY 82, ,VINITA,OK,74301,-95.0589483,36.4911995
652,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - CANTON CLINIC,601-859-8550,112 SOUTH LAKE CIRCLE, ,CANTON,MS,39046,-90.0762454,32.5873938
653,DFW URGENT CARE,817-877-3737,201 WEST RANDOL MILL ROAD, ,ARLINGTON,TX,76011,-97.108101,32.7504573
654,NORTHWEST MEDICAL CENTER - RANCHO VISTOSO URGENT CARE,520-818-2000,13101 NORTH ORACLE ROAD, ,TUCSON,AZ,85739,-110.93506509999999,32.44348660000001
655,SEALY URGENT CARE CENTER AND MEDICAL CLINIC,979-877-0022,1036 NORTH CIRCLE DRIVE, ,SEALY,TX,77474,-96.1582084,29.7718662
656,DOCTORS URGENT CARE,601-833-9912,602 UNITED STATES HIGHWAY 51, ,BROOKHAVEN,MS,39601,-90.4550216,31.5906851
657,GENERALCARE CLINIC,970-482-6620,620 SOUTH LEMAY AVENUE, ,FORT COLLINS,CO,80524,-105.0572402,40.5785549
658,GONZABA MEDICAL GROUP - URGENT CARE,210-431-4503,902 BANDERA ROAD, ,SAN ANTONIO,TX,78228,-98.55402609999999,29.4572705
659,GULF COAST AFTER HOURS - WESTBANK,504-392-7337,441 WALL BOULEVARD, ,GRETNA,LA,70056,-90.030203,29.878657500000003
660,EXEMPLA GREEN MOUNTAIN MEDICAL CENTER,303-988-4870,12790 WEST ALAMEDA PARKWAY, ,LAKEWOOD,CO,80228,-105.13967179999999,39.7017797
661,CONCENTRA URGENT CARE - OKLAHOMA CITY NORTH,405-755-3110,36 WEST MEMORIAL ROAD,SUITE C3,OKLAHOMA CITY,OK,73114,-97.5155196,35.60878710000001
662,DOCTOR D'S URGENT CARE,713-988-9889,9889 BELLAIRE BOULEVARD,SUITE 103,HOUSTON,TX,77036,-95.5544665,29.7042169
663,POURDE VALLEY HEALTH SYSTEM - HARMONY URGENT CARE,970-297-6250,2127 EAST HARMONY ROAD,SUITE 140,FORT COLLINS,CO,80528,-105.0366499,40.5215881
664,CONCENTRA MEDICAL CENTER URGENT CARE - MESA,480-644-7900,1710 WEST SOUTHERN AVENUE, ,MESA,AZ,85202,-111.86843390000001,33.3938304
665,FAMILY MEDICINE CENTER,405-722-8100,7236 NORTHWEST EXPRESSWAY STREET, ,OKLAHOMA CITY,OK,73132,-97.6414714,35.5587302
666,INTERMOUNTAIN HEALTH CARE - HIGHLAND INSTACARE,801-763-2900,10968 NORTH ALPINE HIGHWAY, ,HIGHLAND,UT,84003,-111.784327,40.430820600000004
667,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - CASTLEWOODS CLINIC,601-992-2200,507 LAKELAND PLACE, ,FLOWOOD,MS,39232,-90.0170309,32.3556186
668,ROLLA URGENT CARE,573-426-5900,416 SOUTH BISHOP AVENUE, ,ROLLA,MO,65401,-91.7776862,37.9396711
669,BRAZOS VALLEY MEDICAL CLINIC - URGENT CARE,979-885-7466,1411 UNITED STATES HIGHWAY 90 WEST, ,SEALY,TX,77474,-96.16720179999999,29.7696148
670,NEXTCARE URGENT CARE - CHANDLER,480-814-1560,600 SOUTH DOBSON ROAD, ,CHANDLER,AZ,85224,-111.8767256,33.2956654
671,METRO URGENT CARE,972-712-5454,8756 TEEL PARKWAY,SUITE 350,FRISCO,TX,75034,-96.8638326,33.1506644
672,NEXTCARE URGENT CARE - ROUND ROCK,512-733-9100,1240 EAST PALM VALLEY BOULEVARD, ,ROUND ROCK,TX,78664,-97.6668366,30.5183017
673,ADULT MEDICINE CLINIC AND URGENT CARE,956-992-0730,1800 SOUTH 5TH STREET, ,MCALLEN,TX,78503,-98.22765340000001,26.185779
674,PRIMACARE MEDICAL CENTER - LEWISVILLE,972-420-9900,540 SURF STREET, ,LEWISVILLE,TX,75067,-97.0143691,33.043895500000005
675,PRIMACARE MEDICAL CENTER - PLANO,972-424-6581,3304 ALMA DRIVE, ,PLANO,TX,75023,-96.715529,33.0416872
676,CARE NOW - CEDAR HILL,972-956-5300,345 NORTH UNITED STATES HIGHWAY 67, ,CEDAR HILL,TX,75104,-96.9409375,32.5937167
677,STATCLINIX URGENT CARE - PAYSON,928-478-8905,101 EAST STATE HIGHWAY 260,SUITE G,PAYSON,AZ,85541,-111.3218433,34.2395031
678,FIRST MED URGENT CARE,405-495-5841,4510 NORTHWEST 39TH STREET, ,OKLAHOMA CITY,OK,73122,-97.60242190000001,35.5108634
679,METHODIST MINOR MEDICAL CENTER - CORDOVA,901-758-6035,8045 CLUB PARKWAY, ,CORDOVA,TN,38016,-89.79414270000001,35.161699299999995
680,TEXAS FAMILY MEDICAL AND MINOR EMERGENCY CENTER,281-354-1108,1331 NORTH PARK DRIVE, ,KING WOOD,TX,77339,-95.23462950000001,30.0688864
681,THE URGENCY ROOM,816-595-4000,10015 NORTH AMBASSADOR DRIVE,SUITE 100,KANSAS CITY,MO,64153,-94.66860159999999,39.276592
682,ULTIMED URGENT MEDICAL CARE - RED RIVER,575-754-1733,200A PIONEER ROAD, ,RED RIVER,NM,87558,-105.40998259999999,36.709016600000005
683,TEXAS URGENT CARE,281-477-7490,10906 FARM TO MARKET 1960 ROAD WEST, ,HOUSTON,TX,77070,-95.58432579999999,29.932910600000003
684,ACUTE KIDS URGENT CARE - FRISCO,214-618-3920,3401 PRESTON ROAD,SUITE 11,FRISCO,TX,75034,-96.80615949999999,33.1074061
685,ABILENE MINOR EMERGENCY CLINIC,325-695-5440,3101 SOUTH 27TH STREET, ,ABILENE,TX,79605,-99.760021,32.4170706
686,COOK CHILDRENS URGENT CARE,682-885-1024,712 SEVENTH AVENUE, ,FORT WORTH,TX,76104,-97.34236750000001,32.7367678
687,PRIORITY CARE URGENT CENTER,915-298-3607,3080 JOE BATTLE BOULEVARD, ,EL PASO,TX,79938,-106.26495039999999,31.789301799999997
688,CY-FAIR MEDICAL CLINIC URGENT CARE,281-955-0000,12779 JONES ROAD,CYPRESS SQUARE PLAZA SUITE 108,HOUSTON,TX,77070,-95.5862185,29.958624
689,STATCLINIX URGENT CARE - SHOW LOW,928-537-2777,680 EAST DEUCE OF CLUBS,SUITE B,SHOW LOW,AZ,85901,-110.0352061,34.253334499999994
690,SALEM 1ST CARE,870-895-1911,172 UNITED STATES HIGHWAY 62 EAST, ,SALEM,AR,72576,-91.81786679999999,36.364591299999994
691,ADAMS MEDICAL CLINIC URGENT CARE PLUS - PONCA CITY,580-762-1552,2101 NORTH 14TH STREET,SUITE 114,PONCA CITY,OK,74601,-97.0654031,36.726813899999996
692,MY DOCTOR NOW,480-677-8282,287 EAST HUNT HIGHWAY,SUITE 105,QUEEN CREEK,AZ,85243,-111.56506759999999,33.161593100000005
693,E-CARE EMERGENCY CENTER - FRISCO,972-731-5151,8837 LEBANON ROAD,SUITE 800,FRISCO,TX,75034,-96.80728640000001,33.1212955
694,CONCENTRA URGENT CARE - SAN ANTONIO WEST,210-520-8070,1904 GRANDSTAND DRIVE,SUITE 400,SAN ANTONIO,TX,78238,-98.61990490000001,29.4584976
695,PHOENIX CHILDRENS URGENT CARE,480-833-5437,5131 EAST SOUTHERN AVENUE, ,MESA,AZ,85206,-111.72081940000001,33.3931941
696,URGENT CARE ASSOCIATES - SOUTHEAST TUCSON,520-382-8000,9348 EAST RITA ROAD, ,TUCSON,AZ,85747,-110.7935771,32.113697200000004
697,WRMC URGENT CARE CLINIC,870-856-2491,1998 UNITED STATES HIGHWAY 62 412, ,HIGHLAND,AR,72542,-91.52676290000001,36.2617739
698,WALK-IN HEALTH CARE OF OLATHE,913-780-0030,15435 WEST 134TH STREET, ,OLATHE,KS,66062,-94.7645551,38.8843588
699,LITTLE SPURS PEDIATRIC URGENT CARE CENTER - BANDERA ROAD,210-543-7334,11398 BANDERA ROAD, ,SAN ANTONIO,TX,78250,-98.66201109999999,29.5495387
700,NIGHT LIGHT PEDIATRIC URGENT CARE,281-325-1010,15551 SOUTHWEST FREEWAY, ,SUGAR LAND,TX,77478,-95.6136411,29.6033335
701,CARE NOW - ALLEN,972-390-9000,1218 WEST MCDERMOTT DRIVE, ,ALLEN,TX,75013,-96.69533259999999,33.1011216
702,PROCTOR FIRST CARE,309-693-3993,9118 LINDBERGH DRIVE, ,PEORIA,IL,61615,-89.60993470000001,40.7984355
703,LITTLE SPURS PEDIATRIC URGENT CARE CENTER - SCHERTZ,210-656-4878,17323 INTERSTATE HIGHWAY 35 NORTH, ,SCHERTZ,TX,78154,-98.281628,29.598757399999997
704,CONCENTRA MEDICAL CENTER - ALBUQUERQUE,505-823-9166,5700 HARPER DRIVE NORTHEAST, ,ALBUQUERQUE,NM,87109,-106.5857644,35.152736499999996
705,NEXTCARE URGENT CARE - BASELINE ROAD,800-819-8566,3130 EAST BASELINE ROAD,SUITE 105,MESA,AZ,85204,-111.7632785,33.3801088
706,PARKWAY MEDICAL FAMILY AND URGENT CARE,480-348-3200,6565 EAST GREENWAY PARKWAY,SUITE 100,SCOTTSDALE,AZ,85254,-111.9403946,33.6249496
707,INTERSTATE 35 MEDICAL CENTER DOCTOR'S URGENT CARE,469-568-3800,2801 NORTH INTERSTATE 35 EAST,SUITE 130,CARROLLTON,TX,75007,-96.9398395,32.988051399999996
708,ADVANTAGE URGENT CARE,602-530-6189,535 EAST MCKELLIPS ROAD,SUITE 1,MESA,AZ,85203,-111.81853659999999,33.451168100000004
709,AURORA ENDOSCOPY CENTER,303-745-5510,14272 EAST EVANS AVENUE, ,AURORA,CO,80014,-104.8220365,39.677786
710,DRY CREEK SURGERY CENTER LIMITED LIABILITY COMPANY,303-706-9001,135 INVERNESS DRIVE EAST, ,ENGLEWOOD,CO,80112,-104.86607279999998,39.5795739
711,CONCENTRA URGENT CARE - SAN ANTONIO EAST,210-226-7767,3453 NORTH STATE HIGHWAY 35,SUITE 110,SAN ANTONIO,TX,78219,-98.4302229,29.447223200000003
712,BRAZOS VALLEY URGENT CARE,979-764-2882,2911 TEXAS AVENUE SOUTH,SUITE 103,COLLEGE STATION,TX,77845,-96.2970868,30.598311100000004
713,NEIGHBORHOOD MEDICAL CENTER,972-726-6464,5917 BELT LINE ROAD, ,DALLAS,TX,75254,-96.8056593,32.954344
714,MEDIPLEX HEALTH CLINIC,956-381-9854,1615 SOUTH CLOSNER BOULEVARD,SUITE A,EDINBURG,TX,78539,-98.165352,26.286621399999998
715,IVYWOOD SOUTHERN COLORADO CLINIC,719-553-0111,3937 IVYWOOD LANE, ,PUEBLO,CO,81005,-104.6618755,38.23313220000001
716,SHAWNEE AM AND PM CLINIC,405-275-4931,1501 AIRPORT DRIVE, ,SHAWNEE,OK,74804,-96.93410940000001,35.34761470000001
717,URGENT CARE WEST,970-378-4155,2001 70TH AVENUE, ,GREELEY,CO,80634,-104.7932593,40.4063234
718,URGENT CARE MEDICAL CLINIC OF MISSISSIPPI,228-864-0622,200 WEST RAILROAD STREET, ,LONG BEACH,MS,39560,-89.15418220000001,30.350219199999998
719,CONCENTRA URGENT CARE - MEMPHIS AIRPORT,901-348-0200,2831 AIRWAYS BOULEVARD,BUILDING A SUITE 102,MEMPHIS,TN,38132,-89.9891538,35.0671342
720,MCALESTER COMMUNITY CARE,918-421-6960,727 EAST WYANDOTTE AVENUE, ,MCALESTER,OK,74501,-95.7614407,34.927199
721,CONCENTRA URGENT CARE - TULSA NORTH,918-836-5406,1541 NORTH SHERIDAN ROAD, ,TULSA,OK,74115,-95.90386720000001,36.178549600000004
722,PROMED MEDICAL CARE CENTER - 183,512-250-0424,13831 NORTH UNITED STATES HIGHWAY 183, ,AUSTIN,TX,78750,-97.7948602,30.4662048
723,URGENT DOC,936-634-3627,525 NORTH BRENTWOOD DRIVE, ,LUFKIN,TX,75904,-94.7268504,31.296260600000004
724,CARE NOW - FOSSIL CREEK,817-514-8668,6340 NORTH BEACH STREET, ,FORT WORTH,TX,76137,-97.289539,32.8584221
725,FAMILY MEDICAL CARE AT TULSA,918-493-7800,7600 SOUTH LEWIS AVENUE, ,TULSA,OK,74136,-95.9587541,36.0541945
726,MD URGENT CARE,505-828-4789,7920 CARMEL AVENUE NORTHEAST, ,ALBUQUERQUE,NM,87122,-106.55746470000001,35.1768534
727,HEARTLAND CLINIC URGENT CARE,816-271-7077,1115 NORTH BELT HIGHWAY, ,SAINT JOSEPH,MO,64506,-94.8025531,39.777592799999994
728,DAIRY ASHFORD MEDICAL CLINIC URGENT CARE,281-556-5825,12303 WESTHEIMER ROAD,SUITE B,HOUSTON,TX,77077,-95.5986472,29.735770000000002
729,COVENANT CLINICS,575-556-0200,3961 EAST LOHMAN AVENUE, ,LAS CRUCES,NM,88011,-106.7344223,32.3199776
730,JACINTO MEDICAL GROUP,281-427-9122,2800 GARTH ROAD, ,BAYTOWN,TX,77521,-94.9779189,29.752270000000003
731,STONE OAK URGENT CARE,210-481-6060,115 GALLERY CIRCLE, ,SAN ANTONIO,TX,78258,-98.4914092,29.613055600000003
732,VICTORY MEDICAL AND FAMILY CARE,512-462-3627,4303 VICTORY DRIVE,SUITE 100,AUSTIN,TX,78704,-97.7909313,30.2321981
733,MEDEXPRESS URGENT CARE - CASTLE ROCK,303-238-3627,4348 WOODLANDS BOULEVARD,SUITE 100,CASTLE ROCK,CO,80104,-104.8526295,39.4056813
734,SOUTHWEST HEALTH CARE ASSOCIATES,575-527-2600,1605 EL PASEO ROAD, ,LAS CRUCES,NM,88001,-106.7674614,32.2944447
735,NEW URGENT CARE CENTER,575-525-2700,540 WALTON BOULEVARD,SUITE C,LAS CRUCES,NM,88001,-106.75233999999999,32.3150158
736,NEA CLINIC - PARAGOULD URGENT CARE,870-240-8402,4700 WEST KINGS HIGHWAY, ,PARAGOULD,AR,72450,-90.5485121,36.0607136
737,HILL COUNTRY URGENT CARE,512-263-1600,13917 STATE HIGHWAY 71 WEST, ,BEE CAVE,TX,78738,-97.96182390000001,30.3087636
738,NORTHEAST FAMILY URGENT CARE,281-358-0655,2300 GREEN OAK DRIVE, ,KINGWOOD,TX,77339,-95.2334495,30.0468662
739,WASATCH INTERNAL MEDICINE AND FAMILY PRACTICE,801-262-1771,1160 EAST 3900 SOUTH, ,SALT LAKE CITY,UT,84124,-111.8579075,40.6864883
740,MEDEXPRESS URGENT CARE - CHERRY CREEK,303-388-3627,3600 EAST ALAMEDA AVENUE,SUITE 100,DENVER,CO,80209,-104.9446356,39.7112057
741,MEDEXPRESS URGENT CARE - HIGHLANDS RANCH,303-683-9393,9330 SOUTH UNIVERSITY BOULEVARD,SUITE 100,HIGHLANDS RANCH,CO,80126,-104.94595020000001,39.5465846
742,MEDEXPRESS URGENT CARE - LAKEWOOD,303-462-2273,605 PARFET STREET, ,LAKEWOOD,CO,80215,-105.1198321,39.726361700000005
743,NEXTCARE URGENT CARE - ARVADA,800-819-8566,7450 WEST 52ND AVENUE,UNIT H,ARVADA,CO,80002,-105.0797231,39.7899356
744,DOCTOR D'S URGENT CARE,281-592-1115,750 EAST HOUSTON STREET, ,CLEVELAND,TX,77327,-95.0808802,30.3414137
745,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - JACKSON CLINIC,601-957-3333,5606 OLD CANTON ROAD, ,JACKSON,MS,39211,-90.12573640000001,32.374381899999996
746,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - LAUREL CLINIC,601-425-4893,1515 JEFFERSON STREET, ,LAUREL,MS,39440,-89.14578829999999,31.686287
747,INTERMOUNTAIN HEALTH CARE - SANDY INSTACARE,801-523-2483,9493 SOUTH 700 EAST, ,SANDY,UT,84070,-111.87039540000002,40.5794967
748,KINGSPARK URGENT CARE CENTER,806-788-3306,7501 QUAKER AVENUE, ,LUBBOCK,TX,79424,-101.90440509999999,33.5255245
749,HEALTHNET MEDICAL CLINIC,210-653-7444,8715 VILLAGE DRIVE,SUITE 612,SAN ANTONIO,TX,78217,-98.4277967,29.518609700000003
750,SOUTHWEST URGENT CARE,210-922-8200,2827 PALO ALTO ROAD,SUITE 105,SAN ANTONIO,TX,78211,-98.554102,29.321795399999996
751,DULLING HOUSE CLINIC,210-229-9322,204 NOLAN STREET, ,SAN ANTONIO,TX,78202,-98.48107440000001,29.4273344
752,INTERMOUNTAIN HEALTH CARE - SUGAR HOUSE FAMILY HEALTH CENTER,801-581-2221,1138 WILMINGTON AVENUE, ,SALT LAKE CITY,UT,84106,-111.8581678,40.7229766
753,DOCTOR JACKSON'S EXPRESS CARE,325-676-1100,1634 STATE HIGHWAY 351 NORTH, ,ABILENE,TX,79601,-99.6974694,32.4790063
754,ROCKY MOUNTAIN URGENT CARE - SMOKY HILL,303-693-2000,20270 EAST SMOKY HILL ROAD, ,CENTENNIAL,CO,80015,-104.75135440000001,39.609804100000005
755,CONCENTRA URGENT CARE - AURORA,303-340-3053,3350 PEORIA STREET,SUITE 190,AURORA,CO,80010,-104.8462053,39.7652995
756,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - SOUTH CLINIC,601-371-0400,1777 ELLIS AVENUE, ,JACKSON,MS,39204,-90.2276464,32.2836301
757,MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - CLINTON CLINIC,601-924-4000,498 UNITED STATES HIGHWAY 80 EAST, ,CLINTON,MS,39056,-90.3188425,32.3335204
758,NEXTCARE URGENT CARE - APACHE JUNCTION,480-671-4125,2080 WEST SOUTHERN AVENUE, ,APACHE JUNCTION,AZ,85220,-111.5687872,33.3936596
759,NEXTCARE URGENT CARE - AUSTIN,512-233-1260,12701 FARM TO MARKET 620, ,AUSTIN,TX,78750,-97.8049758,30.4650147
760,PRE MED CARE CLINIC AND URGENT CARE,713-663-6322,5420 BELLAIRE BOULEVARD, ,BELLAIRE,TX,77401,-95.4755804,29.7060523
761,WALK-IN CARE CLINIC,325-793-5148,1665 ANTILLEY ROAD,SUITE 120,ABILENE,TX,79606,-99.7438937,32.372049600000004
762,INTERMOUNTAIN HEALTH CARE - FOOTHILL FAMILY CLINIC NORTH,801-486-3021,2295 FOOTHILL DRIVE, ,SALT LAKE CITY,UT,84109,-111.8113196,40.7217331
763,MEDICENTER WEST,325-944-3851,5730 SHERWOOD WAY, ,SAN ANGELO,TX,76901,-100.5143588,31.4270978
764,DOCTOR JACKSON'S EXPRESS CARE,325-690-1500,4009 RIDGEMONT DRIVE, ,ABILENE,TX,79606,-99.76469870000001,32.4031692
765,STATCARE,601-250-1122,1017 DELAWARE AVENUE, ,MCCOMB,MS,39648,-90.4643582,31.246885600000002
766,US HEALTHWORKS MEDICAL GROUP - TEMPE,480-921-2273,1492 SOUTH MILL AVENUE,SUITE 101,TEMPE,AZ,85281,-111.94190259999998,33.4127958
767,US HEALTHWORKS MEDICAL GROUP - NORTH SCOTTSDALE,480-991-9358,10335 NORTH SCOTTSDALE ROAD, ,SCOTTSDALE,AZ,85253,-111.92568179999999,33.5806186
768,NEXTCARE URGENT CARE - SCOTTSDALE,480-814-1560,7425 EAST SHEA BOULEVARD,SUITE 108,SCOTTSDALE,AZ,85260,-111.9213002,33.5816339
769,NEXTCARE URGENT CARE - TUCSON,520-290-0022,6238 EAST PIMA STREET, ,TUCSON,AZ,85712,-110.8587962,32.2430404
770,TEXAS MEDCLINIC - BLANCO,210-341-5588,11811 BLANCO ROAD, ,SAN ANTONIO,TX,78216,-98.5109754,29.548638699999998
771,TEXAS MEDCLINIC - EISENHAUER,210-655-5529,7460 NORTH INTERSTATE HIGHWAY 35, ,SAN ANTONIO,TX,78218,-98.3984444,29.501753000000004
772,TEXAS MEDCLINIC - LOOP 1604,210-659-5533,8341 AGORA PARKWAY, ,SELMA,TX,78154,-98.3226588,29.575519699999997
773,TEXAS MEDCLINIC - BANDERA,210-695-4884,9207 NORTH STATE HIGHWAY 1604 LOOP WEST, ,SAN ANTONIO,TX,78249,-98.6649872,29.5569268
774,TEXAS MEDCLINIC - BROADWAY,210-821-5598,1007 NORTHEAST INTERSTATE HIGHWAY 410 LOOP, ,SAN ANTONIO,TX,78209,-98.4584872,29.5170868
775,TEXAS MEDCLINIC - INGRAM,210-520-5588,6570 INGRAM ROAD, ,SAN ANTONIO,TX,78238,-98.6214597,29.4652788
776,BEE CAVES MEDICAL,512-327-4243,6836 BEE CAVES ROAD,SUITE 112,AUSTIN,TX,78746,-97.83780159999999,30.299901000000002
777,CONCENTRA URGENT CARE - AUSTIN ROUND ROCK,512-255-9634,117B LOUIS HENNA BOULEVARD,SUITE 200,ROUND ROCK,TX,78664,-97.67117320000001,30.479025800000002
778,DOCTORS CARE CLINIC,713-782-1717,8090 WESTHEIMER ROAD, ,HOUSTON,TX,77063,-95.5090807,29.738254700000002
779,CROSSROADS HEALTH CENTER,361-576-9999,4504 NORTH LAURENT STREET, ,VICTORIA,TX,77901,-96.9926826,28.835355199999995
780,DEER PARK FAMILY CLINIC,281-479-5941,2910 CENTER STREET, ,DEER PARK,TX,77536,-95.1242098,29.685131
781,BASIN CLINIC URGENT CARE,435-781-6634,379 NORTH 500 WEST,SUITE 1C,VERNAL,UT,84078,-109.53887069999999,40.4614272
782,CONCENTRA MEDICAL CENTER - JEFFERSON,504-837-6447,4015 JEFFERSON HIGHWAY, ,JEFFERSON,LA,70121,-90.16759609999998,29.9626414
783,TEXAS MEDCLINIC - ROOSEVELT,210-927-5580,1111 SOUTHEAST MILITARY DRIVE, ,SAN ANTONIO,TX,78214,-98.48065030000001,29.3556336
784,BAPTIST MEMORIAL HEALTH CARE MINOR MEDICAL CENTER - BARTLETT,901-385-7817,7424 UNITED STATES HIGHWAY 64,SUITE 111,BARTLETT,TN,38133,-89.81592459999999,35.2055574
785,URGENT CARE EXPRESS - FLORENCE,520-868-0573,495 NORTH PINAL PARKWAY,SUITE 106,FLORENCE,AZ,85232,-111.3782736,33.0362856
